state_newspaper,newspaper,newspaper_id,year,state_election,prop_type,prop_num,prop_desc,endorsed,notes_endorse,extraction_confidence,source_folder
AL,Anniston Star,100050,2014,AL,AMENDMENT,1,AMENDMENT 1,0,OPPOSED. PAPER RECOMMENDS NO.,1.0,Anniston Star
AL,Anniston Star,100050,2014,AL,AMENDMENT,2,AMENDMENT 2,1,ENDORSED. PAPER RECOMMENDS YES.,1.0,Anniston Star
AL,Anniston Star,100050,2014,AL,AMENDMENT,3,AMENDMENT 3,0,OPPOSED. PAPER RECOMMENDS NO.,1.0,Anniston Star
AL,Anniston Star,100050,2014,AL,AMENDMENT,4,AMENDMENT 4,1,ENDORSED. PAPER RECOMMENDS YES.,1.0,Anniston Star
AL,Anniston Star,100050,2014,AL,AMENDMENT,5,AMENDMENT 5,0,OPPOSED. PAPER RECOMMENDS NO.,1.0,Anniston Star
AL,Anniston Star,100050,2016,AL,AMENDMENT,1,AMENDMENT 1,1,ENDORSED. PAPER RECOMMENDS YES.,1.0,Anniston Star
AL,Anniston Star,100050,2016,AL,AMENDMENT,10,AMENDMENT 10,0,OPPOSED. PAPER RECOMMENDS NO.,1.0,Anniston Star
AL,Anniston Star,100050,2016,AL,AMENDMENT,11,AMENDMENT 11,1,ENDORSED. PAPER RECOMMENDS YES.,1.0,Anniston Star
AL,Anniston Star,100050,2016,AL,AMENDMENT,12,AMENDMENT 12,1,ENDORSED. PAPER RECOMMENDS YES.,1.0,Anniston Star
AL,Anniston Star,100050,2016,AL,AMENDMENT,13,AMENDMENT 13,1,ENDORSED. PAPER RECOMMENDS YES.,1.0,Anniston Star
AL,Anniston Star,100050,2016,AL,AMENDMENT,14,AMENDMENT 14,1,ENDORSED. PAPER RECOMMENDS YES.,1.0,Anniston Star
AL,Anniston Star,100050,2016,AL,AMENDMENT,2,AMENDMENT 2,1,ENDORSED. PAPER RECOMMENDS YES.,1.0,Anniston Star
AL,Anniston Star,100050,2016,AL,AMENDMENT,3,AMENDMENT 3,1,ENDORSED. PAPER RECOMMENDS YES.,1.0,Anniston Star
AL,Anniston Star,100050,2016,AL,AMENDMENT,4,AMENDMENT 4,1,ENDORSED. PAPER RECOMMENDS YES.,1.0,Anniston Star
AL,Anniston Star,100050,2016,AL,AMENDMENT,5,AMENDMENT 5,1,ENDORSED. PAPER RECOMMENDS YES.,1.0,Anniston Star
AL,Anniston Star,100050,2016,AL,AMENDMENT,6,AMENDMENT 6,1,ENDORSED. PAPER RECOMMENDS YES.,1.0,Anniston Star
AL,Anniston Star,100050,2016,AL,AMENDMENT,7,AMENDMENT 7,1,ENDORSED. PAPER RECOMMENDS YES.,1.0,Anniston Star
AL,Anniston Star,100050,2016,AL,AMENDMENT,8,AMENDMENT 8,0,OPPOSED. PAPER RECOMMENDS NO.,1.0,Anniston Star
AL,Anniston Star,100050,2016,AL,AMENDMENT,9,AMENDMENT 9,1,ENDORSED. PAPER RECOMMENDS YES.,1.0,Anniston Star
AL,Birmingham Age Herald,100102,1932,AL,AMENDMENT,2,ENLARGEMENT OF STATE SENATE TO GIVE EACH COUNTY A SENATOR,0,VOTE NO; PROPOSES ENLARGEMENT OF THE SENATE WITHOUT RHYME AND REASON; WOULD CHEAPEN THE UPPER HOUSE AND DEFEAT PURPOSE OF A SMALL SELECT COMPACT LEGISLATIVE BODY,0.9,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1932,AL,AMENDMENT,5,INCOME TAX AMENDMENT,0,VOTE NO; UNNECESSARY FUTILE AND OBJECTIONABLE ATTEMPT TO FOIST UPON THE ELECTORATE A SCHEME OF TAXATION FOR WHICH THERE IS NO EXTENUATION; ELECTORATE CAN BE RELIED ON TO REGISTER A STENTORIAN NO,0.9,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1932,AL,AMENDMENT,6,BONDED INDEBTEDNESS AMENDMENT COMPANION TO INCOME TAX,0,"VOTE NO; COMPANION IN CRIME OF THE INCOME TAX AMENDMENT; CONTEMPLATES HEAPING UPON ALREADY HEAVY BONDED INDEBTEDNESS A FRESH LOAD OF $20,000,000",0.9,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1932,AL,AMENDMENT,8,DIRECT RELIEF FOR COUNTIES AND CITIES,1,VOTE YES; STANDS OUT IN FLAWLESS APPEAL AS THE ONLY METHOD BY WHICH COUNTIES AND CITIES CAN BE PREPARED FOR DEMANDS OF COMING MONTHS; NOT TO VOTE FOR THIS AMENDMENT IS BLANDLY AT ODDS WITH WELL-BEING OF THE COMMONWEALTH,0.95,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1936,AL,AMENDMENT,1,JEFFERSON COUNTY - CREATE OFFICE OF COUNTY COMPTROLLER MERGING TAX ASSESSOR TAX COLLECTOR TREASURER AND COMMISSIONER OF LICENSES,1,VOTE YES; WILL RESULT IN SAVING OF AT LEAST $50000 A YEAR; WORTHWHILE GOVERNMENTAL REFORM,0.9,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1936,AL,AMENDMENT,2,AUTHORIZE TOWN OF MONTEVALLO TO LEVY ADDITIONAL PROPERTY TAX SUBJECT TO LOCAL VOTER APPROVAL,1,VOTE YES,0.9,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1936,AL,AMENDMENT,3,STATEWIDE - EMPOWER COURTS TO SUSPEND EXECUTION OR IMPOSITION OF SENTENCES FOR CRIMES WITH PUNISHMENT NOT EXCEEDING FIVE YEARS AND PLACE PERSONS ON PROBATION,1,VOTE YES; WOULD IMPROVE ALABAMA PAROLE AND PROBATION SYSTEM,0.9,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1936,AL,AMENDMENT,4,LIMESTONE COUNTY - ABOLISH FEE SYSTEM FOR PROBATE JUDGE TAX ASSESSOR AND TAX COLLECTOR AND PLACE ON SALARY BASIS,1,VOTE YES,0.9,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1936,AL,AMENDMENT,5,AUTHORIZE COMMUNITIES TO LEVY SPECIAL SCHOOL DISTRICT TAXES SUBJECT TO VOTER APPROVAL IN AFFECTED DISTRICTS,1,VOTE YES,0.9,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1944,AL,AMENDMENT,6,ENABLE STATE BANKS TO OBTAIN PERMANENT CHARTERS INSTEAD OF RENEWING EVERY 20 YEARS,1,"ENDORSED BY STATE SUPERINTENDENT OF BANKS, STATE BANKING BOARD, AND ALABAMA BANKERS ASSOCIATION; NEWSPAPER STATES 'WE BELIEVE THAT IT SHOULD BE APPROVED'",0.95,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1946,AL,AMENDMENT,1,LEGISLATIVE APPORTIONMENT AND SALARY ADJUSTMENTS,1,"NEWSPAPER ENDORSES AMENDMENTS 1, 2, 3, 5, 6, 7, 8, AND 9; RECOMMENDS VOTING YES ON ALL BUT NO. 4 (BOSWELL AMENDMENT)",0.85,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1946,AL,AMENDMENT,2,HOSPITAL AUTHORITY FOR PUBLIC HEALTH,1,ENDORSED AS NECESSARY FOR STATE PROGRESS,0.85,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1946,AL,AMENDMENT,3,AVIATION AUTHORITY,1,ENDORSED FOR STATE PARTICIPATION IN FEDERAL AVIATION AID PROGRAM,0.85,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1946,AL,AMENDMENT,4,BOSWELL AMENDMENT,0,NEWSPAPER OPPOSES THIS AMENDMENT; RECOMMENDS VOTING NO,0.95,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1946,AL,AMENDMENT,5,MUNICIPAL AUTHORITY AMENDMENT,1,ENDORSED BY ALABAMA LEAGUE OF MUNICIPALITIES,0.85,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1946,AL,AMENDMENT,6,LEGISLATIVE SESSION AND COMPENSATION CHANGES,1,SUPPORTS ADOPTION OF 36-LEGISLATIVE-DAY SESSION WITH EXPENSE ALLOWANCES FOR LEGISLATORS,0.85,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1946,AL,AMENDMENT,7,AVIATION AUTHORITY EXPANSION,1,ENABLES STATE TO PARTICIPATE IN FEDERAL AVIATION AID PROGRAMS,0.85,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1946,AL,AMENDMENT,8,HOSPITAL AUTHORITY EXPANSION,1,NECESSARY FOR STATE PROGRESS AND FEDERAL PROGRAM PARTICIPATION,0.85,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1946,AL,AMENDMENT,9,MUNICIPAL AMENDMENTS,1,ENDORSED FOR LOCAL COMMUNITIES,0.85,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1948,AL,AMENDMENT,1,TALLADEGA COUNTY - PERMITS LEGISLATURE TO CHANGE COMPENSATION AND METHODS OF PAY OF COUNTY OFFICES,1,ALL THESE AMENDMENTS IN THE OPINION OF THE NEWS-AGE-HERALD DESERVE APPROVAL,0.85,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1948,AL,AMENDMENT,10,NATIONAL GUARD REORGANIZATION - REQUIRE ALL OFFICERS EXCEPT ADJUTANT GENERAL BE APPOINTED BY WAR DEPARTMENT OR MEASURE UP TO STANDARDS SET BY IT,1,ALL THESE AMENDMENTS IN THE OPINION OF THE NEWS-AGE-HERALD DESERVE APPROVAL,0.85,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1948,AL,AMENDMENT,11,JEFFERSON COUNTY CONSOLIDATION AMENDMENT,1,ALL THESE AMENDMENTS IN THE OPINION OF THE NEWS-AGE-HERALD DESERVE APPROVAL,0.85,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1948,AL,AMENDMENT,2,MARION COUNTY - LEVY SPECIAL TAX TO MATCH FEDERAL FUNDS FOR BUILDING AND MAINTAINING HOSPITALS,1,ALL THESE AMENDMENTS IN THE OPINION OF THE NEWS-AGE-HERALD DESERVE APPROVAL,0.85,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1948,AL,AMENDMENT,3,ESCAMBIA COUNTY - AUTHORIZES ELECTION ON COLLECTING SPECIAL TAX FOR HOSPITAL PURPOSES,1,ALL THESE AMENDMENTS IN THE OPINION OF THE NEWS-AGE-HERALD DESERVE APPROVAL,0.85,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1948,AL,AMENDMENT,4,TUSCALOOSA COUNTY - AUTHORIZES SPECIAL ELECTION ON ADDITIONAL SCHOOL TAX,1,ALL THESE AMENDMENTS IN THE OPINION OF THE NEWS-AGE-HERALD DESERVE APPROVAL,0.85,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1948,AL,AMENDMENT,5,JEFFERSON MOBILE AND MONTGOMERY COUNTIES - AUTHORIZES SPECIAL ELECTION ON ADDITIONAL TAXES FOR HOSPITAL PURPOSES,1,ALL THESE AMENDMENTS IN THE OPINION OF THE NEWS-AGE-HERALD DESERVE APPROVAL,0.85,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1948,AL,AMENDMENT,6,JEFFERSON COUNTY SEWER AMENDMENT - AUTHORIZES BONDS AND COLLECTION OF SEWER RENTALS,1,THE WISE CITIZEN WILL VOTE YES ON AMENDMENT NO 6 ON TUESDAY; ABSOLUTELY NECESSARY IF HEALTH OF THIS COMMUNITY IS TO BE MAINTAINED; A VOTE TO SAVE LIVES,0.95,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1948,AL,AMENDMENT,7,HOUSTON COUNTY - PROVIDES LEGISLATURE MAY CREATE AN INFERIOR COURT,1,ALL THESE AMENDMENTS IN THE OPINION OF THE NEWS-AGE-HERALD DESERVE APPROVAL,0.85,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1948,AL,AMENDMENT,8,JEFFERSON COUNTY - ADDITIONAL SCHOOL TAX OF 50 CENTS ON EACH $100 OF TAXABLE PROPERTY,1,ALL THESE AMENDMENTS IN THE OPINION OF THE NEWS-AGE-HERALD DESERVE APPROVAL,0.85,Birmingham Age Herald
AL,Birmingham Age Herald,100102,1948,AL,AMENDMENT,9,AUTHORIZES LEGISLATURE TO ESTABLISH OR ABOLISH DIVISIONS OF COURTS OF RECORD,1,ALL THESE AMENDMENTS IN THE OPINION OF THE NEWS-AGE-HERALD DESERVE APPROVAL,0.85,Birmingham Age Herald
AL,Birmingham News,100101,1932,AL,AMENDMENT,1,WOULD PROVIDE A SENATOR FROM THE COUNTY SELECTED FROM DISTRICT IN LIEU OF ONE OF THE PRESENT SENATE MEMBERS BY LEGISLATIVE APPOINTMENT,1,ENDORSEMENT DISCUSSED IN EDITORIAL,0.85,Birmingham News
AL,Birmingham News,100101,1932,AL,AMENDMENT,2,BOND ISSUE AMENDMENT,0,"VOTERS SHOULD VOTE NO ON AMENDMENTS 2, 5 AND 6 - NEWSPAPER RECOMMENDS VOTING NO",0.85,Birmingham News
AL,Birmingham News,100101,1932,AL,AMENDMENT,2,"WOULD AUTHORIZE A $150,000,000 BOND ISSUE WHEN LOCAL AREA IS DETERMINED; BONDS TO BE USED ON GROUND THAT IT WILL SUPPLY MONEY TO THE SCHOOLS",0,NEWSPAPER OPPOSES THIS AMENDMENT - CONCERNS ABOUT FISCAL RESPONSIBILITY,0.8,Birmingham News
AL,Birmingham News,100101,1932,AL,AMENDMENT,3,WOULD ENABLE RELIEF OF FINANCIAL RECONSTRUCTION PROVISIONS,1,ENDORSED - ADDRESSES FINANCIAL CRISIS RELIEF,0.85,Birmingham News
AL,Birmingham News,100101,1932,AL,AMENDMENT,5,INCOME TAX AUTHORIZATION,0,VOTERS SHOULD VOTE NO,0.85,Birmingham News
AL,Birmingham News,100101,1932,AL,AMENDMENT,5,WOULD AUTHORIZE LEGISLATURE TO LEVY INCOME TAX WITHOUT CONSTITUTIONAL LIMITATION ON RATES,1,ENDORSED - ADDRESSES REVENUE NEEDS,0.85,Birmingham News
AL,Birmingham News,100101,1932,AL,AMENDMENT,6,"AUTHORIZE $100,000,000 BOND ISSUE WHEN LOCAL AREA IS DETERMINED; BONDS TO BE USED ON GROUND THAT IT WILL SUPPLY MONEY TO THE SCHOOLS",1,NEWSPAPER ENDORSES ALL AMENDMENTS AS DESCRIBED IN ARTICLE,0.8,Birmingham News
AL,Birmingham News,100101,1932,AL,AMENDMENT,6,BOND ISSUE AMENDMENT,0,VOTERS SHOULD VOTE NO,0.85,Birmingham News
AL,Birmingham News,100101,1932,AL,AMENDMENT,8,BOND ISSUE AMENDMENT FOR RELIEF FROM RECONSTRUCTION FINANCE CORPORATION,1,VOTE YES ON NO. 8,0.85,Birmingham News
AL,Birmingham News,100101,1936,AL,AMENDMENT,1,"AMENDMENT APPLICABLE ONLY TO JEFFERSON COUNTY FOR CREATING OFFICE OF COUNTY COMPTROLLER AND MERGING TAX OFFICES - WOULD SAVE AT LEAST $30,000 ANNUALLY",1,VOTERS OF ALABAMA WILL BE SAFE VOTING YES ON ALL FIVE AMENDMENTS,0.8,Birmingham News
AL,Birmingham News,100101,1936,AL,AMENDMENT,2,LOCAL AMENDMENT FOR MONTEVALLO - PERMITS TOWN TO LEVY ADDITIONAL PROPERTY TAX,1,VOTERS OF ALABAMA WILL BE SAFE VOTING YES ON ALL FIVE AMENDMENTS,0.8,Birmingham News
AL,Birmingham News,100101,1936,AL,AMENDMENT,3,STATEWIDE AMENDMENT EMPOWERING COURTS IN ALL COUNTIES TO SUSPEND EXECUTION OR IMPEACHMENT OF SENTENCES - IMPROVES PROBATION SYSTEM,1,VOTERS OF ALABAMA WILL BE SAFE VOTING YES ON ALL FIVE AMENDMENTS,0.8,Birmingham News
AL,Birmingham News,100101,1936,AL,AMENDMENT,4,"ABOLISHES FEE SYSTEM FOR PROBATE JUDGE, TAX ASSESSOR, AND TAX COLLECTOR OF LIMESTONE COUNTY - PLACES OFFICIALS ON SALARY BASIS",1,VOTERS OF ALABAMA WILL BE SAFE VOTING YES ON ALL FIVE AMENDMENTS,0.8,Birmingham News
AL,Birmingham News,100101,1936,AL,AMENDMENT,5,AUTHORIZES COMMUNITIES IN STATE TO LEVY SPECIAL TAXES BUT ONLY IF VOTERS IN DISTRICTS CONCERNED APPROVE IN ELECTIONS,1,VOTERS OF ALABAMA WILL BE SAFE VOTING YES ON ALL FIVE AMENDMENTS,0.8,Birmingham News
AL,Birmingham News,100101,1940,AL,AMENDMENT,1,FREE O'NEAL BRIDGE OVER TENNESSEE RIVER AT FLORENCE OF TOLLS - LAST REMAINING TOLL BRIDGE IN ALABAMA,1,NEWSPAPER URGES PASSAGE - VOTERS HAVE FREED 16 OTHER TOLL BRIDGES AND SHOULD FREE THIS ONE,0.9,Birmingham News
AL,Birmingham News,100101,1940,AL,AMENDMENT,2,SEEKS TO REFUND STATE BRIDGE BONDS AT LOWER RATE OF INTEREST AND PREVENT BORROWING BY GOVERNMENTAL UNITS IN ANTICIPATION OF REVENUE,0,NEWSPAPER OPPOSES - STATE SCHOOL AUTHORITIES AND GOVERNMENTAL OFFICIALS SAY AMENDMENT WOULD DO MORE HARM THAN GOOD,0.9,Birmingham News
AL,Birmingham News,100101,1940,AL,AMENDMENT,3,ABOLISH FEE SYSTEM FOR COMPENSATING OFFICIALS IN CERTAIN COUNTIES,1,NEWSPAPER BELIEVES FEE SYSTEM IS UNDESIRABLE AND SHOULD BE ABOLISHED,0.85,Birmingham News
AL,Birmingham News,100101,1940,AL,AMENDMENT,4,ABOLISH FEE SYSTEM FOR COMPENSATING OFFICIALS,1,NEWSPAPER SUPPORTS ABOLISHING FEE SYSTEM,0.85,Birmingham News
AL,Birmingham News,100101,1940,AL,AMENDMENT,5,LOCAL AMENDMENT - COLBERT COUNTY DRAINAGE TAX,1,LOCAL AMENDMENT SHOULD BE RATIFIED - PROVIDED FOR LOCAL REFERENDUM,0.8,Birmingham News
AL,Birmingham News,100101,1940,AL,AMENDMENT,6,LOCAL AMENDMENT - PERMIT CERTAIN MUNICIPALITIES TO INCREASE TAX RATES,1,LOCAL AMENDMENT SHOULD BE RATIFIED - PROVIDED FOR LOCAL REFERENDUM,0.8,Birmingham News
AL,Birmingham News,100101,1940,AL,AMENDMENT,7,ABOLISH FEE SYSTEM,1,NEWSPAPER SUPPORTS ABOLISHING FEE SYSTEM,0.85,Birmingham News
AL,Birmingham News,100101,1940,AL,AMENDMENT,8,ABOLISH FEE SYSTEM,1,NEWSPAPER SUPPORTS ABOLISHING FEE SYSTEM,0.85,Birmingham News
AL,Birmingham News,100101,1944,AL,AMENDMENT,1,ABOLISH FEE SYSTEM FOR COUNTY OFFICIALS IN HOUSTON COUNTY AND SUBSTITUTE SALARY SYSTEM,1,CHANGE DESIRED BY PEOPLE OF HOUSTON; ALL PEOPLE OF STATE SHOULD VOTE YES,0.9,Birmingham News
AL,Birmingham News,100101,1944,AL,AMENDMENT,2,SOLDIERS POLL TAX EXEMPTION; EXEMPT FROM POLL TAX ALL PERSONS SERVING HONORABLY IN WORLD WAR II,1,A FAVORABLE VOTE IS RECOMMENDED; NO QUESTION ABOUT EXTENDING FREEDOM TO VETERANS OF WORLD WAR II,0.95,Birmingham News
AL,Birmingham News,100101,1944,AL,AMENDMENT,3,REQUIRE NOMINEES FOR COUNTY OFFICES OF ANY PARTY RECEIVING MORE THAN 25 PCT OF VOTE TO BE NOMINATED BY PRIMARY ELECTION NOT CONVENTION OR CAUCUS,1,NEWS-AGE-HERALD INCLINED TO DISCOUNT FEAR ABOUT THREATENING DEMOCRATIC PRIMARIES; BELIEVES COUNTY PRIMARIES ARE GOOD DEMOCRATIC PROCEDURE AND IN LINE WITH PRINCIPLES OF FREE GOVERNMENT,0.8,Birmingham News
AL,Birmingham News,100101,1944,AL,AMENDMENT,4,EXTEND TERMS OF ALL SHERIFFS IN STATE FROM FOUR TO SIX YEARS,0,THE ONLY AMENDMENT WHICH THE NEWS-AGE-HERALD OPPOSES; VOTERS SHOULD HAVE MORE FREQUENT CHECK ON CONDUCT OF IMPORTANT OFFICE OF SHERIFF,0.95,Birmingham News
AL,Birmingham News,100101,1944,AL,AMENDMENT,5,PERMIT ABOLITION OF FEE SYSTEM IN WALKER COUNTY,1,LOCAL APPLICATION SIMILAR TO HOUSTON COUNTY; SHOULD BE APPROVED FOR SAME REASONS,0.9,Birmingham News
AL,Birmingham News,100101,1944,AL,AMENDMENT,6,RELIEVE STATE BANKS OF NECESSITY FOR RENEWING CHARTERS EVERY 20 YEARS; PERMIT PERMANENT CHARTERS AS DO NATIONAL BANKS,1,FAVORED BY STATE SUPERINTENDENT OF BANKS STATE BANKING BOARD AND ALABAMA BANKERS ASSOCIATION; SHOULD BE APPROVED,0.9,Birmingham News
AL,Birmingham News,100101,1946,AL,AMENDMENT,1,"PERMISSIVE AMENDMENT, LOCAL NATURE",1,ENDORSED AS NEEDED FOR PROGRESS,0.85,Birmingham News
AL,Birmingham News,100101,1946,AL,AMENDMENT,2,AUTHORIZATION FOR HOSPITALS AND HEALTH CLINICS,1,ESSENTIAL FOR PUBLIC HEALTH; ENABLES FEDERAL MATCHING FUNDS,0.9,Birmingham News
AL,Birmingham News,100101,1946,AL,AMENDMENT,3,"PERMISSIVE AMENDMENT, LOCAL NATURE",1,LOCAL MATTER REQUESTED BY COMMUNITIES,0.85,Birmingham News
AL,Birmingham News,100101,1946,AL,AMENDMENT,4,BOSWELL AMENDMENT - VOTER REGISTRATION RESTRICTIONS,0,OPPOSED; EXPLICITLY RECOMMENDS NO VOTE ON THIS AMENDMENT,0.95,Birmingham News
AL,Birmingham News,100101,1946,AL,AMENDMENT,5,"PERMISSIVE AMENDMENT, LOCAL NATURE",1,APPLIES TO SPECIFIC COMMUNITIES,0.8,Birmingham News
AL,Birmingham News,100101,1946,AL,AMENDMENT,6,LEGISLATURE SESSION EXTENSION AND LEGISLATOR PAY,1,SUPPORTS MORE DELIBERATION AND REASONABLE LEGISLATOR COMPENSATION,0.9,Birmingham News
AL,Birmingham News,100101,1946,AL,AMENDMENT,7,AUTHORIZATION FOR AIRPORT CONSTRUCTION AND OPERATION,1,NEEDED FOR AVIATION DEVELOPMENT; FEDERAL MATCHING FUNDS AVAILABLE,0.9,Birmingham News
AL,Birmingham News,100101,1946,AL,AMENDMENT,8,AUTHORIZATION FOR HOSPITALS AND HEALTH CLINICS,1,ESSENTIAL FOR PUBLIC HEALTH; ENABLES FEDERAL MATCHING FUNDS,0.9,Birmingham News
AL,Birmingham News,100101,1946,AL,AMENDMENT,9,"PERMISSIVE AMENDMENT, LOCAL NATURE",1,LOCAL MATTER REQUESTED BY COMMUNITIES,0.8,Birmingham News
AL,Birmingham News,100101,1948,AL,AMENDMENT,1,PERMITS LEGISLATURE TO CHANGE COMPENSATION AND METHODS OF PAY OF COUNTY OFFICES IN TALLADEGA COUNTY,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,Birmingham News
AL,Birmingham News,100101,1948,AL,AMENDMENT,10,REORGANIZE NATIONAL GUARD TO REQUIRE ALL OFFICERS EXCEPT ADJUTANT GENERAL BE APPOINTED BY WAR DEPARTMENT OR MEASURE UP TO STANDARDS SET BY IT,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,Birmingham News
AL,Birmingham News,100101,1948,AL,AMENDMENT,11,JEFFERSON COUNTY CONSOLIDATION AMENDMENT,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,Birmingham News
AL,Birmingham News,100101,1948,AL,AMENDMENT,2,PERMITS MARION COUNTY TO LEVY SPECIAL TAX TO MATCH FEDERAL FUNDS FOR BUILDING AND MAINTAINING HOSPITALS,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,Birmingham News
AL,Birmingham News,100101,1948,AL,AMENDMENT,3,AUTHORIZES ELECTION IN ESCAMBIA COUNTY ON COLLECTING A SPECIAL TAX FOR HOSPITAL PURPOSES,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,Birmingham News
AL,Birmingham News,100101,1948,AL,AMENDMENT,4,AUTHORIZES TUSCALOOSA COUNTY CITIZENS TO HOLD SPECIAL ELECTION ON ADDITIONAL SCHOOL TAX,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,Birmingham News
AL,Birmingham News,100101,1948,AL,AMENDMENT,5,AUTHORIZES ANY COUNTY IN STATE EXCEPT JEFFERSON MOBILE AND MONTGOMERY TO HOLD SPECIAL ELECTION ON ADDITIONAL TAXES FOR HOSPITAL PURPOSES,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,Birmingham News
AL,Birmingham News,100101,1948,AL,AMENDMENT,6,JEFFERSON COUNTY SEWER AMENDMENT; AUTHORIZE COUNTY TO ISSUE BONDS AND COLLECT SEWER RENTALS,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD; VITAL CONSTRUCTION PROGRAM FOR SEWER AND SEWAGE DISPOSAL,0.9,Birmingham News
AL,Birmingham News,100101,1948,AL,AMENDMENT,6,JEFFERSON COUNTY SEWER SYSTEM BOND AUTHORIZATION,1,ESSENTIAL FOR PUBLIC HEALTH; SAVES LIVES THROUGH SANITATION IMPROVEMENTS,0.95,Birmingham News
AL,Birmingham News,100101,1948,AL,AMENDMENT,7,PROVIDES THAT LEGISLATURE MAY CREATE AN INFERIOR COURT IN HOUSTON COUNTY,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,Birmingham News
AL,Birmingham News,100101,1948,AL,AMENDMENT,8,ADDITIONAL SCHOOL TAX OF 50 CENTS ON EACH $100 OF TAXABLE PROPERTY IN JEFFERSON COUNTY; NOT APPLICABLE WHERE SUCH TAX ALREADY COLLECTED,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,Birmingham News
AL,Birmingham News,100101,1948,AL,AMENDMENT,9,AUTHORIZES LEGISLATURE TO ESTABLISH OR ABOLISH DIVISIONS OF COURTS OF RECORD; ACTION TAKEN ONLY FOLLOWING VOTE BY CITIZENS OF AFFECTED COUNTY,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,Birmingham News
AL,Birmingham News,100101,1950,AL,AMENDMENT,1,BRANCH COURTHOUSE ABOLISHMENT - JEFFERSON COUNTY,1,PASSAGE DESIRABLE; IMPORTANT CHANGE TO LOCAL GOVERNMENT,0.8,Birmingham News
AL,Birmingham News,100101,1950,AL,AMENDMENT,2,JEFFERSON COUNTY SCHOOL TAX AMENDMENT,1,PASSAGE HIGHLY DESIRABLE; SCHOOLS NEED ADDITIONAL FUNDING,0.85,Birmingham News
AL,Birmingham News,100101,1950,AL,AMENDMENT,3,JEFFERSON COUNTY JUDICIAL APPOINTMENT SYSTEM,1,DESIRABLE METHOD FOR JUDICIAL APPOINTMENTS; DEMOCRATIC PRINCIPLE,0.8,Birmingham News
AL,Birmingham News,100101,1950,AL,AMENDMENT,4,MARION COUNTY LOCAL GOVERNMENT AUTHORITY,0,DOUBTED BY EDITORIAL; CONCERNS ABOUT EXTENSIVE POWER GRANTED,0.85,Birmingham News
AL,Birmingham News,100101,1950,AL,AMENDMENT,5,TALLADEGA COUNTY FEE SYSTEM ELIMINATION,1,PASSAGE FAVORED; SUBSTITUTES SALARY SYSTEM FOR OFFICIALS,0.85,Birmingham News
AL,Birmingham News,100101,1950,AL,AMENDMENT,6,MONROE COUNTY SCHOOL TAX ELECTION AUTHORIZATION,1,PASSAGE DESERVES APPROVAL; PERMISSIVE AMENDMENT FOR LOCAL DECISION,0.85,Birmingham News
