state_newspaper,newspaper,newspaper_id,year,office,dist,dname,state_election,cand_name,party,endorsed,d_inc,r_inc,o_inc,notes_endorse,extraction_confidence,source_folder,permid,icpsr,bonica_rid,recipient_cfscore,dwnom1,dwnom2,dime_party_code,dime_match_score,dime_match_confidence,bioname_voteview,voteview_match_score,voteview_match_confidence,sler_id,sler_name,sler_vote,sler_outcome,sler_party,sler_match_score,sler_match_confidence,merge_conflict
CA,CHICO ENTERPRISE RECORD,101500,1970,H,,,CA,"JOHNSON, HAROLD T. ""BIZZ""",Democrat,1,1,,,,,Chico Enterprise Record,6898,4957,,,-0.439,0.503,,,,"JOHNSON, Harold Terry",83,0.7,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1970,LT GOVERNOR,,,CA,"REINECKE, ED",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1970,SEC OF STATE,,,CA,"FLOUROY, JAMES L.",Republican,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1970,SENATOR,,,CA,"MURPHY, GEORGE",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1970,STATE BOARD OF ED,,,CA,"KETTENHOFEN, ERNEST N.",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1970,STATE REP,,,CA,"JOHNSON, RAY E.",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,12809,"johnson, ray 1",54908.0,w,modernrepublican,92,1,
CA,CHICO ENTERPRISE RECORD,101500,1970,STATE SENATOR,,,CA,"MARLER, FRED W. JR.",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,13049,"marler, fred w. jr.",88785.0,w,modernrepublican,100,1,
CA,CHICO ENTERPRISE RECORD,101500,1970,SUPERINTENDENT,,,CA,"RILES, WILSON",Democrat,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1972,CNTY COMM,5,,CA,"CAMERON, WARD F.",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1972,CNTY COMM,4,,CA,"LADD, JAMES M.",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1972,CONSTABLE,,,CA,"ROBERTS, RAYMOND L.",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1972,DIRECTOR,,,CA,"BOOTH, EDDIE",,1,,,1,Unknown party-- they are incumbent,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1972,DIRECTOR,,,CA,"MARSH, MATTHEW E.",,1,,,1,Unknown party-- they are incumbent,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1972,H,,,CA,"JOHNSON, HAROLD T ""BIZZ""",Democrat,1,1,,,,,Chico Enterprise Record,6898,4957,,,-0.439,0.503,,,,"JOHNSON, Harold Terry",83,0.7,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1972,PRESIDENT,,,CA,"NIXON, RICHARD",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1972,STATE REP,,,CA,"JOHNSON, RAY E.",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,12809,"johnson, ray 1",60279.0,w,modernrepublican,92,1,
CA,CHICO ENTERPRISE RECORD,101500,1974,ASSESSOR,,,CA,"ANDERSON, ALVIN E.",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1974,ATTORNEY GENERAL,,,CA,"YOUNGER, EVELLE J.",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1974,CNTY COMM,2,,CA,"RICHTER, BERNARD D.",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1974,COMPTROLLER,,,CA,"BAGLEY, WILLIAM T.",Republican,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1974,DIRECTOR,,,CA,"BRAZIEL, JAMES H.",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1974,DIRECTOR,,,CA,"DAVIS, RICHARD N.",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1974,DIRECTOR,,,CA,"MADEROS, GEROGE",,1,,,1,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1974,GOVERNOR,,,CA,"FLOURNOY, HOUSTON I.",Republican,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1974,H,,,CA,"HAROLD, ""BIZZ"" JOHNSON",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1974,LT GOVERNOR,,,CA,"HARMER, JOHN",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1974,SEC OF STATE,,,CA,"VAN CAMP, BRIAN R.",Republican,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1974,SENATOR,,,CA,"CRANSTON, ALAN",Democrat,1,1,,,,,Chico Enterprise Record,6898,12103,,,-0.387,-0.207,,,,"CRANSTON, Alan",100,1,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1974,STATE BOARD OF ED,,,CA,"MASTRANGELO, TALLY",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1974,STATE REP,3,,CA,"CHAPPIE, EUGENE",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,14766,"chappie, eugene a.",42721.0,w,modernrepublican,90,1,
CA,CHICO ENTERPRISE RECORD,101500,1974,STATE REP,1,,CA,"JOHNSON, RAY E.",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,12809,"johnson, ray 1",44583.0,l,modernrepublican,92,1,
CA,CHICO ENTERPRISE RECORD,101500,1974,TREASURER,,,CA,"KEHOE, JOHN T.",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1974,TREASURER,,,CA,"MORTON, CARL L.",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1976,CNTY COMM,4,,CA,"BROWN, ELDEN J. (JOE)",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1976,CNTY COMM,5,,CA,"LEMKE, R. E. (BOB)",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1976,CNTY COMM,1,,CA,"WINSTON, ROBERT A.",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1976,H,,,CA,"HAROLD (""BIZZ"") JOHNSON",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1976,PRESIDENT,,,CA,"FORD, GERALD R.",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1976,SENATOR,,,CA,"HAYAKAWA, S. I. (SAM)",Republican,1,1,,,,,Chico Enterprise Record,6898,14504,,,0.433,-0.602,,,,"HAYAKAWA, Samuel Ichiye",72,0.7,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1976,STATE REP,3,,CA,"CHAPPIE, EUGENE A.",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,14766,"chappie, eugene a.",61267.0,w,modernrepublican,100,1,
CA,CHICO ENTERPRISE RECORD,101500,1976,STATE REP,1,,CA,"STATHAM, STAN",Republican,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,13760,"statham, stan",70276.0,w,modernrepublican,100,1,
CA,CHICO ENTERPRISE RECORD,101500,1976,STATE SENATOR,,,CA,"JOHNSON, RAY E.",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,12809,"johnson, ray 1",127451.0,w,modernrepublican,92,1,
CA,CHICO ENTERPRISE RECORD,101500,1978,ASSESSOR,,,CA,"BROWN, ED",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1978,ATTORNEY GENERAL,,,CA,"DEUKMEJIAN, GEORGE ""DUKE""",Republican,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1978,CNTY COMM,2,,CA,"RICHTER, BERNARD D.",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1978,CNTY COMM,3,,CA,"WHEELER, HILDA",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1978,COMPTROLLER,,,CA,"CORY, KENNETH",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1978,GOVERNOR,,,CA,"BROWN, EDMUND G.",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1978,H,1,,CA,"JOHNSON, HAROLD T. ""BIZZ""",Democrat,1,1,,,,,Chico Enterprise Record,6898,4957,,,-0.439,0.503,,,,"JOHNSON, Harold Terry",83,0.7,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1978,LT GOVERNOR,,,CA,"CURB, MIKE",Republican,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1978,SEC OF STATE,,,CA,"FONG EU, MARCH",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1978,STATE BOARD OF ED,,,CA,"BENNET, WILLIAM M.",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1978,STATE REP,3,,CA,"CHAPPIE, EUGENE",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,14766,"chappie, eugene a.",69556.0,w,modernrepublican,90,1,
CA,CHICO ENTERPRISE RECORD,101500,1978,STATE REP,1,,CA,"STATHAM, STAN",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,13760,"statham, stan",93238.0,w,modernrepublican,100,1,
CA,CHICO ENTERPRISE RECORD,101500,1978,STATE REP,,,CA,TREASURER,Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1980,CNTY COMM,4,,CA,"MOSELEY, BERTHA",,1,,,1,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1980,CNTY COMM,1,,CA,"SARACENI, AL",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1980,H,,,CA,"JOHNSON, HAROLD ""BIZZ""",Democrat,1,1,,,,,Chico Enterprise Record,6898,4957,cand1631,-0.42,-0.439,0.503,100,83,0.7,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1980,PRESIDENT,,,CA,"REAGAN, RONALD",Republican,1,1,,,,,Chico Enterprise Record,6898,99907,cand3331,1.044,0.692,-0.713,200,100,1,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1980,SENATOR,,,CA,"CRANSTON, ALAN",Democrat,1,1,,,,,Chico Enterprise Record,6898,12103,cand134,-0.64,-0.387,-0.207,100,100,1,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1980,STATE REP,3,,CA,"HERGER, WALLY",Republican,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,14774,"herger, wally",75547.0,w,modernrepublican,100,1,
CA,CHICO ENTERPRISE RECORD,101500,1980,STATE REP,1,,CA,"STATHAM, STAN",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,13760,"statham, stan",114547.0,w,modernrepublican,100,1,
CA,CHICO ENTERPRISE RECORD,101500,1982,ATTORNEY GENERAL,,,CA,"NICHOLSON, GEORGE",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1982,CNTY COMM,5,,CA,"FULTON, LEN",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1982,CNTY COMM,3,,CA,"WHEELER, HILDA",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1982,COMPTROLLER,,,CA,"CORY, KENNETH",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1982,GOVERNOR,,,CA,"DEUKMEJIAN, GEORGE ""DUKE""",Republican,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1982,H,2,,CA,"CHAPPIE, GENE",Republican,1,,1,,,,Chico Enterprise Record,6898,14805,cand491,0.725,0.414,-0.235,200,78,0.7,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1982,LT GOVERNOR,,,CA,"HALLETT, CAROL",Republican,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1982,SEC OF STATE,,,CA,"FONG EU, MARCH",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1982,SENATOR,,,CA,"WILSON, PETE",Republican,1,,,,,,Chico Enterprise Record,6898,14915,cand581,0.857,0.352,-0.428,200,100,1,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1982,SHERIFF,,,CA,"BROOKS, HAL T.",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1982,STATE BOARD OF ED,,,CA,"BENNET, BILL",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1982,STATE REP,3,,CA,"MILES, LARRY",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,14777,"miles, larry",45755.0,l,democrat,100,1,
CA,CHICO ENTERPRISE RECORD,101500,1982,SUPERINTENDENT,,,CA,"HONIG, BILL",Democrat,1,1,,,Wikipedia says No Party,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1982,TREASURER,,,CA,"UNRUH, JESSE M.",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1984,CNTY COMM,1,,CA,"CASTLEBERRY, CLAY",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1984,CNTY COMM,4,,CA,"FREDERICKS, STEVE",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1984,H,2,,CA,"CHAPPIE, GENE",Republican,1,,1,,,,Chico Enterprise Record,6898,14805,cand491,0.725,0.414,-0.235,200,78,0.7,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1984,PRESIDENT,,,CA,"REAGAN, RONALD",Republican,1,,1,,,,Chico Enterprise Record,6898,99907,cand3331,1.044,0.692,-0.713,200,100,1,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1984,STATE REP,3,,CA,"HERGER, WALLY",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,14774,"herger, wally",90249.0,w,modernrepublican,100,1,
CA,CHICO ENTERPRISE RECORD,101500,1986,ATTORNEY GENERAL,,,CA,"VAN DE CAMP, JOHN",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1986,COMPTROLLER,,,CA,"CAMPBELL, BILL",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1986,GOVERNOR,,,CA,"DEUKMEJIAN, GEORGE ""DUKE""",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1986,H,2,,CA,"HERGER, WALLY",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1986,LT GOVERNOR,,,CA,"MCCARTHY, LEO",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1986,SEC OF STATE,,,CA,"FONG EU, MARCH",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1986,SENATOR,,,CA,"ZSCHAU, ED",Republican,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1986,STATE BOARD OF ED,,,CA,"BENNETT, WILLIAM",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1986,STATE REP,3,,CA,"CHANDLER, CHRIS",Republican,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,14780,"chandler, chris",58399.0,w,modernrepublican,100,1,
CA,CHICO ENTERPRISE RECORD,101500,1986,STATE REP,1,,CA,"STATHAM, STAN",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,13760,"statham, stan",77595.0,w,modernrepublican,100,1,
CA,CHICO ENTERPRISE RECORD,101500,1986,STATE SENATOR,4,,CA,"NIELSEN, JIM",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,13584,"nielsen, james w.",150060.0,w,modernrepublican,75,0.7,
CA,CHICO ENTERPRISE RECORD,101500,1986,TREASURER,,,CA,"UNRUH, JESSE M.",Democrat,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1988,CITY COUNCIL,,,CA,"ANDREWS, MARY",,1,,,1,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1988,CITY COUNCIL,,,CA,"GLENN, BILL",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1988,CITY COUNCIL,,,CA,"HUBERT, TED",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1988,CITY COUNCIL,,,CA,"NICHOLS, BILL",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1988,CNTY COMM,,,CA,"MCINTURF, HASKEL",,1,,,1,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1988,H,,,CA,"HERGER, WALLY",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1988,PRESIDENT,,,CA,"BUSH, GEORGE",Republican,1,,1,,,,Chico Enterprise Record,6898,99908,cand3332,0.842,0.557,-0.547,200,100,1,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1988,SENATOR,,,CA,"WILSON, PETE",Republican,1,,1,,,,Chico Enterprise Record,6898,14915,cand581,0.857,0.352,-0.428,200,100,1,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1988,STATE REP,3,,CA,"CHANDLER, CHRIS",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,14780,"chandler, chris",79681.0,w,modernrepublican,100,1,
CA,CHICO ENTERPRISE RECORD,101500,1988,STATE REP,1,,CA,"STATHAM, STAN",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,13760,"statham, stan",94708.0,w,modernrepublican,100,1,
CA,CHICO ENTERPRISE RECORD,101500,1988,TRUSTEE,1,,CA,"PRESENTATI, KATHLEEN",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1988,TRUSTEE,2,,CA,"STEACY, JAMES",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1990,ATTORNEY GENERAL,,,CA,"LUNGREN, DAN",Republican,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1990,AUDITOR,,,CA,"GARAMENDI, JOHN",Democrat,1,,,,First ever CA Insurance Commissioner,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1990,CITY COUNCIL,,,CA,"FLETCHER, JAMES",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1990,CITY COUNCIL,,,CA,"FRANCIS, MARK",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1990,CITY COUNCIL,,,CA,"HOUX, MARY ANNE",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1990,CITY COUNCIL,,,CA,"HUBERT, TED",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1990,CNTY COMM,,,CA,"MERRIFIELD, JOHN",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1990,COMPTROLLER,,,CA,"FONG, MATT",Republican,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1990,GOVERNOR,,,CA,"WILSON, PETE",Republican,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1990,H,,,CA,"HERGER, WALLY",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1990,LT GOVERNOR,,,CA,"BERGESON, MARIAN",Republican,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1990,SEC OF STATE,,,CA,"MILKE FLORES, JOAN",Republican,1,1,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1990,STATE BOARD OF ED,,,CA,JEFF WALLACK,,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1990,STATE REP,3,,CA,"CHANDLER, CHRIS",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,14780,"chandler, chris",64994.0,w,modernrepublican,100,1,
CA,CHICO ENTERPRISE RECORD,101500,1990,STATE SENATOR,4,,CA,"NIELSEN, JIM",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,13584,"nielsen, james w.",123066.0,l,modernrepublican,75,0.7,
CA,CHICO ENTERPRISE RECORD,101500,1990,SUPERINTENDENT,,,CA,"MCGUIRE, JERRY",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1990,TREASURER,,,CA,"HAYES, THOMAS",Republican,1,1,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1992,CITY COUNCIL,,,CA,"HUBERT, TED",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1992,CITY COUNCIL,,,CA,"KEENE, RICK",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1992,CITY COUNCIL,,,CA,"LINSCHEID, BOB",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1992,CITY COUNCIL,,,CA,"SWEANY, MARK",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1992,CNTY COMM,1,,CA,"CECCHI, LOU",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1992,CNTY COMM,4,,CA,"JOSIASSEN, CURT",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1992,CNTY COMM,5,,CA,"THOMAS, GORDON",,1,,,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1992,H,2,,CA,"HERGER, WALLY",Republican,1,,1,,,,Chico Enterprise Record,6898,,,,,,,,,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1992,PRESIDENT,,,CA,"BUSH, GEORGE",Republican,1,,1,,,,Chico Enterprise Record,6898,99908,cand3332nominee,0.98,0.557,-0.547,200,100,1,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1992,SENATOR,,,CA,"HERSCHENSOHN, BRUCE",Republican,1,,,,,,Chico Enterprise Record,6898,S6CA00469,cand106065,1.166,,,200,100,1,,,,,,,,,,,
CA,CHICO ENTERPRISE RECORD,101500,1992,SENATOR,,,CA,"SEYMOUR, JOHN",Republican,1,,1,,,,Chico Enterprise Record,6898,49100,cand1612,0.901,0.299,-0.282,200,92,1,,,,,,,,,,,
